reference,country_name,hdi_category,indicator_name,values
,Côte d'Ivoire,LOW HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,0.74
,Burundi,LOW HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,..
,Congo (Democratic Republic of the),LOW HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,0.13
,Ethiopia,LOW HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,0.38
,Chad,LOW HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,..
,Central African Republic,,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,..
,Mozambique,,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,0.25
,Mali,,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,..
,Niger,,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,..
,Guinea-Bissau,,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,..
,Burkina Faso,,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,..
,Sierra Leone,,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_2004,..
,Iceland,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.32
,Norway,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.31
,Australia,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.81
,Canada,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.66
,Ireland,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.55
,Sweden,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.26
,Switzerland,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.21
,Japan,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.37
,Netherlands,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.41
,France,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.29
,Finland,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.46
,United States,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.68
,Spain,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.31
,Denmark,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.42
,Austria,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.32
,United Kingdom,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.47
,Belgium,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.45
,Luxembourg,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.78
,New Zealand,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.39
,Italy,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.32
,"Hong Kong, China (SAR)",HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.23
,Germany,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.58
,Israel,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.39
,Greece,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.49
,Singapore,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.99
,Korea (Republic of),HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.57
,Slovenia,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.51
,Cyprus,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.52
,Portugal,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.30
,Brunei Darussalam,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,..
,Barbados,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,..
,Czech Republic,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,1.03
,Kuwait,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,..
,Malta,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.53
,Qatar,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,..
,Hungary,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.50
,Poland,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,1.24
,Argentina,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.38
,United Arab Emirates,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,1.19
,Chile,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.47
,Bahrain,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,1.92
,Slovakia,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.96
,Lithuania,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.67
,Estonia,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,2.46
,Latvia,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.85
,Uruguay,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.18
,Croatia,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.52
,Costa Rica,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.15
,Bahamas,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.46
,Seychelles,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.13
,Cuba,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,..
,Mexico,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.65
,Bulgaria,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,1.29
,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.20
,Tonga,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.15
,Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,..
,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.54
,Oman,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.52
,Trinidad and Tobago,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,1.98
,Romania,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.99
,Saudi Arabia,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,1.18
,Panama,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.29
,Malaysia,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.56
,Belarus,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,1.96
,Mauritius,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.21
,Bosnia and Herzegovina,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,..
,Russian Federation,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,1.61
,Albania,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.73
,Macedonia (TFYR),HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.91
,Brazil,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.22
,Dominica,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.17
,Saint Lucia,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.24
,Kazakhstan,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,3.30
,Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,1.03
,Colombia,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.30
,Ukraine,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,1.59
,Samoa,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.19
,Thailand,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.38
,Dominican Republic,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.31
,Belize,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.39
,China,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,1.30
,Grenada,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.23
,Armenia,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.65
,Turkey,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.48
,Suriname,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.81
,Jordan,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.84
,Peru,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.25
,Lebanon,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,1.24
,Ecuador,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.50
,Philippines,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.19
,Tunisia,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.35
,Fiji,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.22
,Saint Vincent and the Grenadines,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.16
,Iran (Islamic Republic of),MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.85
,Paraguay,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.12
,Georgia,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,1.39
,Guyana,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.63
,Azerbaijan,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,1.92
,Sri Lanka,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.09
,Maldives,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,..
,Jamaica,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,1.04
,Cape Verde,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.08
,El Salvador,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.14
,Algeria,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.56
,Viet Nam,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.28
,Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,..
,Indonesia,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.54
,Syrian Arab Republic,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,1.11
,Turkmenistan,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,1.54
,Nicaragua,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.24
,Moldova,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,2.23
,Egypt,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.48
,Uzbekistan,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,3.55
,Mongolia,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,2.71
,Honduras,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.19
,Kyrgyzstan,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,1.26
,Bolivia,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.40
,Guatemala,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.17
,Gabon,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.96
,Vanuatu,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.16
,South Africa,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,1.03
,Tajikistan,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,2.38
,Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.32
,Botswana,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.27
,Namibia,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,(.)
,Morocco,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.29
,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.28
,India,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.48
,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.23
,Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.05
,Cambodia,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,..
,Myanmar,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,..
,Bhutan,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,..
,Comoros,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.08
,Ghana,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.15
,Pakistan,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.39
,Mauritania,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.70
,Lesotho,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,..
,Congo,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.38
,Bangladesh,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.12
,Swaziland,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.13
,Nepal,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.03
,Madagascar,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.08
,Cameroon,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.07
,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.31
,Haiti,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.07
,Sudan,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.19
,Kenya,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.22
,Djibouti,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.22
,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,..
,Zimbabwe,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.58
,Togo,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.13
,Yemen,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,1.15
,Uganda,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.06
,Gambia,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.12
,Senegal,LOW HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.28
,Eritrea,LOW HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,..
,Nigeria,LOW HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.59
,Tanzania (United Republic of),LOW HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.17
,Guinea,LOW HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.09
,Rwanda,LOW HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.07
,Angola,LOW HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.25
,Benin,LOW HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.16
,Malawi,LOW HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.13
,Zambia,LOW HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.31
,Côte d'Ivoire,LOW HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.26
,Burundi,LOW HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.04
,Congo (Democratic Republic of the),LOW HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.07
,Ethiopia,LOW HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.07
,Chad,LOW HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.03
,Central African Republic,,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.05
,Mozambique,,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.12
,Mali,,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.07
,Niger,,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.16
,Guinea-Bissau,,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.21
,Burkina Faso,,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.13
,Sierra Leone,,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_1990,0.10
,Iceland,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.24
,Norway,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.53
,Australia,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.58
,Canada,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.69
,Ireland,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.31
,Sweden,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.21
,Switzerland,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.17
